,Year,Comm. Code,Weight (kg),Quantity
9757,2013,291990,11351969.0,11351969.0
9759,2013,292019,79184.0,79184.0
9761,2013,292090,36736949.0,36736949.0
9763,2013,292111,8037.0,8037.0
9765,2013,292119,14399585.0,14399585.0
9767,2013,292121,32960938.0,32960938.0
9769,2013,292122,50114278.0,50114278.0
9771,2013,292129,43705931.0,43705931.0
9773,2013,292130,8049188.0,8049188.0
9775,2013,292141,26341.0,26341.0
9777,2013,292142,8198334.0,8198334.0
9779,2013,292143,9183639.0,9183639.0
9781,2013,292144,673586.0,673586.0
9783,2013,292145,128735.0,128735.0
9784,2013,292146,,
9786,2013,292149,4474233.0,4474233.0
9788,2013,292151,5358100.0,5358100.0
9790,2013,292159,2670112.0,2670112.0
9792,2013,292211,24580792.0,24580792.0
9794,2013,292212,34297497.0,34297497.0
9796,2013,292213,50031080.0,50031080.0
9797,2013,292214,,
9799,2013,292219,9423487.0,9423487.0
9801,2013,292221,115467.0,115467.0
9803,2013,292229,996607.0,996607.0
9804,2013,292231,14.0,14.0
9806,2013,292239,209440.0,209440.0
9808,2013,292241,5966211.0,5966211.0
9810,2013,292242,254571.0,254571.0
9812,2013,292243,7804.0,7804.0
9813,2013,292244,,
9815,2013,292249,10809831.0,10809831.0
9817,2013,292250,855659.0,855659.0
9819,2013,292310,368613.0,368613.0
9821,2013,292320,5676733.0,5676733.0
9823,2013,292390,17008144.0,17008144.0
9824,2013,292411,,
9827,2013,292419,12726846.0,12726846.0
9829,2013,292421,656754.0,656754.0
9831,2013,292423,73.0,73.0
9833,2013,292429,4016396.0,4016396.0
9835,2013,292511,43988.0,43988.0
9837,2013,292519,423442.0,423442.0
9839,2013,292529,2913818.0,2913818.0
9840,2013,292610,547581999.0,547581999.0
9842,2013,292620,757538.0,757538.0
9844,2013,292690,146285964.0,146285964.0
9846,2013,292700,1615518.0,1615518.0
9848,2013,292800,6473348.0,6473348.0
9850,2013,292910,186523624.0,186523624.0
9852,2013,292990,175915.0,175915.0
9854,2013,293020,391126.0,391126.0
9856,2013,293030,20363.0,20363.0
9858,2013,293040,120684705.0,120684705.0
9860,2013,293090,93486908.0,93486908.0
9863,2013,293190,36374069.0,36374069.0
9865,2013,293211,27145931.0,27145931.0
9867,2013,293212,3060.0,3060.0
9869,2013,293213,388881.0,388881.0
9871,2013,293219,334066.0,334066.0
9873,2013,293220,7670623.0,7670623.0
9875,2013,293295,,
9877,2013,293299,4066811.0,4066811.0
9879,2013,293311,5493.0,5493.0
9881,2013,293319,171753.0,171753.0
9883,2013,293321,540715.0,540715.0
9885,2013,293329,1597751.0,1597751.0
9887,2013,293331,19729853.0,19729853.0
9889,2013,293332,1874076.0,1874076.0
9890,2013,293333,,
9893,2013,293339,8198676.0,8198676.0
9894,2013,293341,,
9896,2013,293349,1832486.0,1832486.0
9898,2013,293352,14906.0,14906.0
9900,2013,293353,1.0,1.0
9902,2013,293354,18.0,18.0
9904,2013,293359,5751234.0,5751234.0
9906,2013,293361,712545.0,712545.0
9908,2013,293369,10700543.0,10700543.0
9910,2013,293371,452889227.0,452889227.0
9911,2013,293372,,
9913,2013,293379,5780920.0,5780920.0
9914,2013,293391,,
9917,2013,293399,7213026.0,7213026.0
9919,2013,293410,573415.0,573415.0
9921,2013,293420,694664.0,694664.0
9923,2013,293430,341712.0,341712.0
9924,2013,293491,,
9927,2013,293499,4943145.0,4943145.0
9929,2013,293500,1973838.0,1973838.0
9931,2013,293621,1189953.0,1189953.0
9933,2013,293622,70643.0,70643.0
9935,2013,293623,520489.0,520489.0
9937,2013,293624,322022.0,322022.0
9939,2013,293625,53747.0,53747.0
9941,2013,293626,14788.0,14788.0
9943,2013,293627,222536.0,222536.0
9945,2013,293628,7557476.0,7557476.0
9947,2013,293629,4467592.0,4467592.0
9949,2013,293690,156208.0,156208.0
9951,2013,293711,,
9953,2013,293712,731.0,731.0
9955,2013,293719,508.0,508.0
9957,2013,293721,780.0,780.0
9959,2013,293722,3328.0,3328.0
9961,2013,293723,1944.0,1944.0
9963,2013,293729,45584.0,45584.0
9965,2013,293750,829.0,829.0
9967,2013,293790,802.0,802.0
9969,2013,293810,142303.0,142303.0
9971,2013,293890,582121.0,582121.0
9973,2013,293911,1349.0,1349.0
9975,2013,293919,27488.0,27488.0
9977,2013,293920,44106.0,44106.0
9979,2013,293930,11.0,11.0
9980,2013,293941,,
9983,2013,293942,24.0,24.0
9986,2013,293959,133.0,133.0
9989,2013,293969,2938.0,2938.0
9990,2013,293991,,
9992,2013,293999,7027.0,7027.0
9994,2013,294000,8262523.0,8262523.0
9996,2013,294110,59671.0,59671.0
9998,2013,294120,29.0,29.0
10000,2013,294130,6137.0,6137.0
10003,2013,294150,6321.0,6321.0
10005,2013,294190,561573.0,561573.0
10007,2013,294200,962828.0,962828.0
9529,2012,290110,58139715.0,58139715.0
9531,2012,290121,1422518718.0,1422518718.0
9533,2012,290122,2147435226.0,2147435226.0
9535,2012,290123,54945101.0,54945101.0
9537,2012,290124,343728508.0,343728508.0
9539,2012,290129,47546541.0,47546541.0
9541,2012,290211,4537826.0,4537826.0
9543,2012,290219,33238342.0,33238342.0
9545,2012,290220,439372632.0,439372632.0
9547,2012,290230,659647863.0,659647863.0
9549,2012,290241,698390162.0,698390162.0
9551,2012,290242,11527223.0,11527223.0
9553,2012,290243,6286069674.0,6286069674.0
9555,2012,290244,14420532.0,14420532.0
9557,2012,290250,3336747831.0,3336747831.0
9559,2012,290260,7100363.0,7100363.0
9561,2012,290270,44408668.0,44408668.0
9563,2012,290290,44785352.0,44785352.0
9565,2012,290311,63108.0,63108.0
9567,2012,290312,6330625.0,6330625.0
9569,2012,290313,85929451.0,85929451.0
9570,2012,290315,556585295.0,556585295.0
9572,2012,290319,3727684.0,3727684.0
9574,2012,290321,572829689.0,572829689.0
9577,2012,290323,21482952.0,21482952.0
9579,2012,290329,110543.0,110543.0
9581,2012,290339,6881898.0,6881898.0
9583,2012,290371,155040.0,155040.0
9585,2012,290372,87647.0,87647.0
9589,2012,290376,26262.0,26262.0
9591,2012,290377,2697.0,2697.0
9593,2012,290378,11167.0,11167.0
9595,2012,290379,76441.0,76441.0
9597,2012,290389,5710381.0,5710381.0
9599,2012,290391,4252607.0,4252607.0
9601,2012,290399,13674569.0,13674569.0
9603,2012,290410,4164941.0,4164941.0
9605,2012,290420,15628823.0,15628823.0
9607,2012,290490,2548624.0,2548624.0
9609,2012,290511,5000809783.0,5000809783.0
9611,2012,290512,113814735.0,113814735.0
9613,2012,290513,488745112.0,488745112.0
9615,2012,290514,219245244.0,219245244.0
9617,2012,290516,373051744.0,373051744.0
9619,2012,290517,23118850.0,23118850.0
9621,2012,290519,282414723.0,282414723.0
9623,2012,290522,3050752.0,3050752.0
9625,2012,290529,12806011.0,12806011.0
9627,2012,290531,7937417452.0,7937417452.0
9629,2012,290532,68724679.0,68724679.0
9631,2012,290539,207106570.0,207106570.0
9633,2012,290541,9755719.0,9755719.0
9635,2012,290542,2248278.0,2248278.0
9637,2012,290543,396339.0,396339.0
9639,2012,290544,2186587.0,2186587.0
9641,2012,290545,130328724.0,130328724.0
9643,2012,290549,1756288.0,1756288.0
9645,2012,290559,1454057.0,1454057.0
9647,2012,290611,10776737.0,10776737.0
9649,2012,290612,83573.0,83573.0
9651,2012,290613,395647.0,395647.0
9653,2012,290619,1118991.0,1118991.0
9655,2012,290621,1332297.0,1332297.0
9657,2012,290629,1382748.0,1382748.0
9659,2012,290711,594003170.0,594003170.0
9661,2012,290712,14853515.0,14853515.0
9663,2012,290713,14188850.0,14188850.0
9665,2012,290715,37110.0,37110.0
9667,2012,290719,18343659.0,18343659.0
9669,2012,290721,8840424.0,8840424.0
9671,2012,290722,3313615.0,3313615.0
9673,2012,290723,539360372.0,539360372.0
9675,2012,290729,10513601.0,10513601.0
9677,2012,290819,35997291.0,35997291.0
9679,2012,290899,664486.0,664486.0
9681,2012,290911,1160.0,1160.0
9683,2012,290919,207249464.0,207249464.0
9685,2012,290920,68514.0,68514.0
9687,2012,290930,7398069.0,7398069.0
9689,2012,290941,595813234.0,595813234.0
9691,2012,290943,125003168.0,125003168.0
9693,2012,290944,17488921.0,17488921.0
9695,2012,290949,44192160.0,44192160.0
9697,2012,290950,1648192.0,1648192.0
9699,2012,290960,6587256.0,6587256.0
9701,2012,291010,38465.0,38465.0
9703,2012,291020,515232599.0,515232599.0
9705,2012,291030,33442617.0,33442617.0
9707,2012,291090,4582452.0,4582452.0
9709,2012,291100,316392.0,316392.0
9711,2012,291211,108614.0,108614.0
9713,2012,291219,40216955.0,40216955.0
9715,2012,291221,1770745.0,1770745.0
9717,2012,291229,2881694.0,2881694.0
9719,2012,291241,472000.0,472000.0
9721,2012,291242,126178.0,126178.0
9723,2012,291249,2066910.0,2066910.0
9725,2012,291250,554079.0,554079.0
9727,2012,291260,22882379.0,22882379.0
9729,2012,291300,520835.0,520835.0
9731,2012,291411,690205461.0,690205461.0
9733,2012,291412,6303436.0,6303436.0
9735,2012,291413,26725783.0,26725783.0
9737,2012,291419,6039067.0,6039067.0
9739,2012,291422,9349040.0,9349040.0
9741,2012,291423,1474069.0,1474069.0
9743,2012,291429,15099535.0,15099535.0
9745,2012,291439,2095937.0,2095937.0
9747,2012,291440,2110374.0,2110374.0
9749,2012,291450,535350.0,535350.0
9751,2012,291461,34884.0,34884.0
9753,2012,291469,1001854.0,1001854.0
9755,2012,291470,61311.0,61311.0
9757,2012,291511,696190.0,696190.0
9759,2012,291512,2352272.0,2352272.0
9761,2012,291513,97571.0,97571.0
9763,2012,291521,22772287.0,22772287.0
9765,2012,291524,21196216.0,21196216.0
9767,2012,291529,607313.0,607313.0
9769,2012,291531,3141033.0,3141033.0
9771,2012,291532,267000372.0,267000372.0
9773,2012,291533,7705815.0,7705815.0
9775,2012,291539,18236097.0,18236097.0
9777,2012,291540,1020934.0,1020934.0
9779,2012,291550,10341622.0,10341622.0
9781,2012,291560,23243470.0,23243470.0
9783,2012,291570,22627808.0,22627808.0
9785,2012,291590,104704939.0,104704939.0
9787,2012,291611,52580468.0,52580468.0
9789,2012,291612,64497251.0,64497251.0
9791,2012,291613,6423611.0,6423611.0
9793,2012,291614,238532262.0,238532262.0
9795,2012,291615,1263712.0,1263712.0
9797,2012,291619,224594.0,224594.0
9799,2012,291620,1630590.0,1630590.0
9801,2012,291631,2653263.0,2653263.0
9803,2012,291632,1311903.0,1311903.0
9805,2012,291634,976.0,976.0
9807,2012,291639,388223.0,388223.0
9809,2012,291711,513343.0,513343.0
9811,2012,291712,33760226.0,33760226.0
9813,2012,291713,478979.0,478979.0
9815,2012,291714,367716.0,367716.0
9817,2012,291719,2929576.0,2929576.0
9819,2012,291720,12986843.0,12986843.0
9821,2012,291732,94639244.0,94639244.0
9823,2012,291733,48456103.0,48456103.0
9825,2012,291734,6110777.0,6110777.0
9827,2012,291735,100495508.0,100495508.0
9829,2012,291736,5365214811.0,5365214811.0
9831,2012,291737,25970854.0,25970854.0
9833,2012,291739,224733633.0,224733633.0
9835,2012,291811,5238461.0,5238461.0
9837,2012,291812,178189.0,178189.0
9839,2012,291813,597986.0,597986.0
9841,2012,291814,480561.0,480561.0
9843,2012,291815,1050818.0,1050818.0
9845,2012,291816,566733.0,566733.0
9847,2012,291819,4893605.0,4893605.0
9849,2012,291821,224239.0,224239.0
9851,2012,291822,11381.0,11381.0
9853,2012,291823,586513.0,586513.0
9855,2012,291829,7336604.0,7336604.0
9857,2012,291830,6594358.0,6594358.0
9859,2012,291899,4370473.0,4370473.0
9861,2012,291990,12740098.0,12740098.0
9863,2012,292019,176165.0,176165.0
9865,2012,292090,40588283.0,40588283.0
9867,2012,292111,9848.0,9848.0
9869,2012,292119,17046056.0,17046056.0
9871,2012,292121,42091764.0,42091764.0
9873,2012,292122,45848822.0,45848822.0
9875,2012,292129,41770239.0,41770239.0
9877,2012,292130,5344836.0,5344836.0
9879,2012,292141,34915.0,34915.0
9881,2012,292142,5044020.0,5044020.0
9883,2012,292143,15613875.0,15613875.0
9885,2012,292144,452783.0,452783.0
9887,2012,292145,44425.0,44425.0
9888,2012,292146,,
9890,2012,292149,4976069.0,4976069.0
9892,2012,292151,9753971.0,9753971.0
9894,2012,292159,2423243.0,2423243.0
9896,2012,292211,18472518.0,18472518.0
9898,2012,292212,45128897.0,45128897.0
9900,2012,292213,36298836.0,36298836.0
9902,2012,292219,11830707.0,11830707.0
9904,2012,292221,177921.0,177921.0
9906,2012,292229,1079845.0,1079845.0
9908,2012,292239,282669.0,282669.0
9910,2012,292241,10640035.0,10640035.0
9912,2012,292242,220565.0,220565.0
9914,2012,292243,8292.0,8292.0
9916,2012,292249,11439773.0,11439773.0
9918,2012,292250,637674.0,637674.0
9920,2012,292310,335811.0,335811.0
9922,2012,292320,7055283.0,7055283.0
9924,2012,292390,23417282.0,23417282.0
9927,2012,292419,15903465.0,15903465.0
9929,2012,292421,475041.0,475041.0
9931,2012,292423,1945.0,1945.0
9933,2012,292429,3493720.0,3493720.0
9935,2012,292511,110372.0,110372.0
9937,2012,292519,402957.0,402957.0
9939,2012,292529,3079308.0,3079308.0
9940,2012,292610,555444278.0,555444278.0
9942,2012,292620,849311.0,849311.0
9944,2012,292690,118790204.0,118790204.0
9946,2012,292700,1803160.0,1803160.0
9948,2012,292800,4918747.0,4918747.0
9950,2012,292910,167996402.0,167996402.0
9952,2012,292990,238787.0,238787.0
9954,2012,293020,268167.0,268167.0
9956,2012,293030,12379.0,12379.0
9958,2012,293040,133733314.0,133733314.0
9960,2012,293090,99802804.0,99802804.0
9964,2012,293190,24949957.0,24949957.0
9966,2012,293211,25313533.0,25313533.0
9968,2012,293212,7866.0,7866.0
9970,2012,293213,168832.0,168832.0
9972,2012,293219,237452.0,237452.0
9974,2012,293220,5080243.0,5080243.0
9976,2012,293295,,
9978,2012,293299,2450801.0,2450801.0
9980,2012,293311,18409.0,18409.0
9982,2012,293319,89301.0,89301.0
9984,2012,293321,102166.0,102166.0
9986,2012,293329,1502767.0,1502767.0
9988,2012,293331,20259264.0,20259264.0
9990,2012,293332,2651900.0,2651900.0
9991,2012,293333,,
9994,2012,293339,7778053.0,7778053.0
9996,2012,293349,1446703.0,1446703.0
9998,2012,293352,17737.0,17737.0
9999,2012,293353,,
10002,2012,293354,2.0,2.0
10004,2012,293359,6818524.0,6818524.0
10006,2012,293361,956792.0,956792.0
10008,2012,293369,9509259.0,9509259.0
10010,2012,293371,706546822.0,706546822.0
10012,2012,293379,5071890.0,5071890.0
10013,2012,293391,,
10016,2012,293399,6742662.0,6742662.0
10018,2012,293410,551206.0,551206.0
10020,2012,293420,140983.0,140983.0
10022,2012,293430,428269.0,428269.0
10025,2012,293499,6687657.0,6687657.0
10027,2012,293500,1298862.0,1298862.0
10029,2012,293621,998447.0,998447.0
10031,2012,293622,100358.0,100358.0
10033,2012,293623,730088.0,730088.0
10035,2012,293624,221707.0,221707.0
10037,2012,293625,15994.0,15994.0
10039,2012,293626,11432.0,11432.0
10041,2012,293627,429264.0,429264.0
10043,2012,293628,8346152.0,8346152.0
10045,2012,293629,4072624.0,4072624.0
10047,2012,293690,158115.0,158115.0
10050,2012,293712,200.0,200.0
10052,2012,293719,321.0,321.0
10054,2012,293721,318.0,318.0
10056,2012,293722,771.0,771.0
10058,2012,293723,78.0,78.0
10060,2012,293729,642.0,642.0
10062,2012,293750,986.0,986.0
10064,2012,293790,867.0,867.0
10066,2012,293810,189101.0,189101.0
10068,2012,293890,1211462.0,1211462.0
10070,2012,293911,480.0,480.0
10072,2012,293919,52147.0,52147.0
10074,2012,293920,30623.0,30623.0
10076,2012,293930,851.0,851.0
10079,2012,293943,150.0,150.0
10082,2012,293959,152.0,152.0
10083,2012,293961,,
10084,2012,293962,20.0,20.0
10086,2012,293969,1576.0,1576.0
10088,2012,293991,,
10090,2012,293999,5912.0,5912.0
10092,2012,294000,9006045.0,9006045.0
10094,2012,294110,84530.0,84530.0
10096,2012,294120,39.0,39.0
10098,2012,294130,8735.0,8735.0
10100,2012,294140,3001.0,3001.0
10102,2012,294150,15835.0,15835.0
10104,2012,294190,574875.0,574875.0
10106,2012,294200,906581.0,906581.0
9821,2011,290110,80391644.0,80391644.0
9823,2011,290121,1060383558.0,1060383558.0
9825,2011,290122,1754866200.0,1754866200.0
9827,2011,290123,54055824.0,54055824.0
9829,2011,290124,182518701.0,182518701.0
9831,2011,290129,65175249.0,65175249.0
9833,2011,290211,4914121.0,4914121.0
9835,2011,290219,34610826.0,34610826.0
9837,2011,290220,185685277.0,185685277.0
9839,2011,290230,655100790.0,655100790.0
9841,2011,290241,599655386.0,599655386.0
9843,2011,290242,7874395.0,7874395.0
9845,2011,290243,4987315027.0,4987315027.0
9847,2011,290244,25467290.0,25467290.0
9849,2011,290250,3608174042.0,3608174042.0
9851,2011,290260,11768074.0,11768074.0
9853,2011,290270,52089981.0,52089981.0
9855,2011,290290,46670638.0,46670638.0
9857,2011,290311,42694.0,42694.0
9859,2011,290312,7316876.0,7316876.0
9860,2011,290313,83893824.0,83893824.0
9861,2011,290315,399142074.0,399142074.0
9863,2011,290319,8570029.0,8570029.0
9865,2011,290321,927578757.0,927578757.0
9867,2011,290322,273632.0,273632.0
9869,2011,290323,28491050.0,28491050.0
9871,2011,290329,74133.0,74133.0
9873,2011,290339,5652996.0,5652996.0
9878,2011,290345,9406.0,9406.0
9880,2011,290346,26355.0,26355.0
9882,2011,290347,31281.0,31281.0
9884,2011,290349,918831.0,918831.0
9886,2011,290359,4017320.0,4017320.0
9888,2011,290361,4914962.0,4914962.0
9890,2011,290369,17008004.0,17008004.0
9892,2011,290410,3700594.0,3700594.0
9894,2011,290420,14447178.0,14447178.0
9896,2011,290490,4830105.0,4830105.0
9898,2011,290511,5731830732.0,5731830732.0
9900,2011,290512,136112185.0,136112185.0
9902,2011,290513,491247844.0,491247844.0
9904,2011,290514,209221492.0,209221492.0
9906,2011,290516,365826986.0,365826986.0
9908,2011,290517,22285089.0,22285089.0
9910,2011,290519,318309067.0,318309067.0
9912,2011,290522,2827721.0,2827721.0
9914,2011,290529,22957143.0,22957143.0
9916,2011,290531,7269174129.0,7269174129.0
9918,2011,290532,56350504.0,56350504.0
9920,2011,290539,193890612.0,193890612.0
9922,2011,290541,17102806.0,17102806.0
9924,2011,290542,2319115.0,2319115.0
9926,2011,290543,562996.0,562996.0
9928,2011,290544,2068754.0,2068754.0
9930,2011,290545,121542984.0,121542984.0
9932,2011,290549,1587168.0,1587168.0
9934,2011,290559,783486.0,783486.0
9936,2011,290611,8790702.0,8790702.0
9938,2011,290612,137047.0,137047.0
9940,2011,290613,207943.0,207943.0
9942,2011,290619,1233378.0,1233378.0
9944,2011,290621,309195.0,309195.0
9946,2011,290629,500684.0,500684.0
9948,2011,290711,762209525.0,762209525.0
9950,2011,290712,14837764.0,14837764.0
9952,2011,290713,15010724.0,15010724.0
9954,2011,290715,65350.0,65350.0
9956,2011,290719,22002469.0,22002469.0
9958,2011,290721,9353784.0,9353784.0
9960,2011,290722,3237713.0,3237713.0
9962,2011,290723,580784530.0,580784530.0
9964,2011,290729,9306565.0,9306565.0
9966,2011,290819,54820620.0,54820620.0
9968,2011,290899,768589.0,768589.0
9970,2011,290911,1348.0,1348.0
9972,2011,290919,612210495.0,612210495.0
9974,2011,290920,10238.0,10238.0
9976,2011,290930,6586621.0,6586621.0
9978,2011,290941,541472502.0,541472502.0
9980,2011,290943,137786664.0,137786664.0
9982,2011,290944,11752878.0,11752878.0
9984,2011,290949,45137798.0,45137798.0
9986,2011,290950,1850382.0,1850382.0
9988,2011,290960,4648112.0,4648112.0
9990,2011,291010,48064.0,48064.0
9992,2011,291020,313576639.0,313576639.0
9994,2011,291030,27363263.0,27363263.0
9996,2011,291090,6842777.0,6842777.0
9998,2011,291100,527203.0,527203.0
10000,2011,291211,211644.0,211644.0
10001,2011,291212,2400.0,2400.0
10003,2011,291219,35719433.0,35719433.0
10005,2011,291221,2788334.0,2788334.0
10007,2011,291229,2512293.0,2512293.0
10009,2011,291230,140254.0,140254.0
10011,2011,291241,776484.0,776484.0
10013,2011,291242,108509.0,108509.0
10015,2011,291249,1166168.0,1166168.0
10017,2011,291250,725487.0,725487.0
10019,2011,291260,25839718.0,25839718.0
10021,2011,291300,21184.0,21184.0
10023,2011,291411,744768388.0,744768388.0
10025,2011,291412,22153452.0,22153452.0
10027,2011,291413,20602674.0,20602674.0
10029,2011,291419,6389088.0,6389088.0
10031,2011,291421,12832.0,12832.0
10033,2011,291422,13253102.0,13253102.0
10035,2011,291423,1372504.0,1372504.0
10037,2011,291429,19075556.0,19075556.0
10039,2011,291439,1055691.0,1055691.0
10041,2011,291440,3215682.0,3215682.0
10043,2011,291450,353739.0,353739.0
10045,2011,291461,41975.0,41975.0
10047,2011,291469,1174632.0,1174632.0
10049,2011,291470,210682.0,210682.0
10051,2011,291511,1688170.0,1688170.0
10053,2011,291512,2113527.0,2113527.0
10055,2011,291513,153184.0,153184.0
10057,2011,291521,18413106.0,18413106.0
10059,2011,291524,25976136.0,25976136.0
10061,2011,291529,737830.0,737830.0
10063,2011,291531,1025432.0,1025432.0
10065,2011,291532,252420826.0,252420826.0
10067,2011,291533,13705419.0,13705419.0
10069,2011,291539,16378410.0,16378410.0
10071,2011,291540,1858936.0,1858936.0
10073,2011,291550,9231012.0,9231012.0
10075,2011,291560,16188714.0,16188714.0
10077,2011,291570,15138955.0,15138955.0
10079,2011,291590,88415622.0,88415622.0
10081,2011,291611,49472347.0,49472347.0
10083,2011,291612,74853452.0,74853452.0
10085,2011,291613,8217177.0,8217177.0
10087,2011,291614,139597520.0,139597520.0
10089,2011,291615,1820671.0,1820671.0
10091,2011,291619,734179.0,734179.0
10093,2011,291620,1381483.0,1381483.0
10095,2011,291631,3055055.0,3055055.0
10097,2011,291632,1243283.0,1243283.0
10099,2011,291634,150284.0,150284.0
10101,2011,291635,24449.0,24449.0
10103,2011,291639,841443.0,841443.0
10105,2011,291711,790837.0,790837.0
10107,2011,291712,75783216.0,75783216.0
10109,2011,291713,476017.0,476017.0
10111,2011,291714,497615.0,497615.0
10113,2011,291719,3848135.0,3848135.0
10115,2011,291720,15332978.0,15332978.0
10117,2011,291732,58912339.0,58912339.0
10119,2011,291733,53819442.0,53819442.0
10121,2011,291734,6506487.0,6506487.0
10123,2011,291735,111639324.0,111639324.0
10125,2011,291736,6526434660.0,6526434660.0
10127,2011,291737,16436609.0,16436609.0
10129,2011,291739,199700423.0,199700423.0
10131,2011,291811,6247874.0,6247874.0
10133,2011,291812,131747.0,131747.0
10135,2011,291813,559728.0,559728.0
10137,2011,291814,453247.0,453247.0
10139,2011,291815,1118518.0,1118518.0
10141,2011,291816,430784.0,430784.0
10143,2011,291819,4368837.0,4368837.0
10145,2011,291821,205011.0,205011.0
10147,2011,291822,5989.0,5989.0
10149,2011,291823,625328.0,625328.0
10151,2011,291829,8538820.0,8538820.0
10153,2011,291830,5720038.0,5720038.0
10155,2011,291899,3908940.0,3908940.0
10157,2011,291990,15590613.0,15590613.0
10159,2011,292019,83881.0,83881.0
10161,2011,292090,16977470.0,16977470.0
10163,2011,292111,100671.0,100671.0
10165,2011,292119,15901487.0,15901487.0
10167,2011,292121,55954844.0,55954844.0
10169,2011,292122,45746227.0,45746227.0
10171,2011,292129,48636603.0,48636603.0
10173,2011,292130,6635319.0,6635319.0
10175,2011,292141,10406999.0,10406999.0
10177,2011,292142,4164652.0,4164652.0
10179,2011,292143,18745249.0,18745249.0
10181,2011,292144,548722.0,548722.0
10183,2011,292145,48047.0,48047.0
10184,2011,292146,,
10186,2011,292149,3668314.0,3668314.0
10188,2011,292151,7530211.0,7530211.0
10190,2011,292159,1830615.0,1830615.0
10192,2011,292211,20668595.0,20668595.0
10194,2011,292212,51647572.0,51647572.0
10196,2011,292213,38658146.0,38658146.0
10198,2011,292219,16406604.0,16406604.0
10200,2011,292221,284254.0,284254.0
10202,2011,292229,986433.0,986433.0
10203,2011,292231,,
10205,2011,292239,219447.0,219447.0
10207,2011,292241,8869980.0,8869980.0
10209,2011,292242,310457.0,310457.0
10211,2011,292243,20337.0,20337.0
10213,2011,292249,14148022.0,14148022.0
10215,2011,292250,1500171.0,1500171.0
10217,2011,292310,4574530.0,4574530.0
10219,2011,292320,5986098.0,5986098.0
10221,2011,292390,18404672.0,18404672.0
10224,2011,292419,22138408.0,22138408.0
10226,2011,292421,422180.0,422180.0
10228,2011,292423,22066.0,22066.0
10230,2011,292429,4661742.0,4661742.0
10232,2011,292511,272929.0,272929.0
10234,2011,292519,450056.0,450056.0
10236,2011,292529,2925371.0,2925371.0
10237,2011,292610,541665125.0,541665125.0
10239,2011,292620,1050800.0,1050800.0
10240,2011,292630,,
10242,2011,292690,145798611.0,145798611.0
10244,2011,292700,2510771.0,2510771.0
10246,2011,292800,3407727.0,3407727.0
10248,2011,292910,202410838.0,202410838.0
10250,2011,292990,202626.0,202626.0
10252,2011,293020,389012.0,389012.0
10254,2011,293030,27798.0,27798.0
10256,2011,293040,118357959.0,118357959.0
10258,2011,293090,99980995.0,99980995.0
10260,2011,293100,26486422.0,26486422.0
10262,2011,293211,25347914.0,25347914.0
10264,2011,293212,5423.0,5423.0
10266,2011,293213,112840.0,112840.0
10268,2011,293219,174619.0,174619.0
10270,2011,293221,1876.0,1876.0
10272,2011,293229,7989457.0,7989457.0
10274,2011,293293,210.0,210.0
10275,2011,293295,,
10277,2011,293299,2870752.0,2870752.0
10279,2011,293311,44272.0,44272.0
10281,2011,293319,75734.0,75734.0
10283,2011,293321,105888.0,105888.0
10285,2011,293329,1101561.0,1101561.0
10287,2011,293331,17137582.0,17137582.0
10289,2011,293332,3553487.0,3553487.0
10291,2011,293333,,
10293,2011,293339,9000496.0,9000496.0
10295,2011,293349,2333998.0,2333998.0
10297,2011,293352,16142.0,16142.0
10298,2011,293353,,
10301,2011,293354,1.0,1.0
10303,2011,293359,9500474.0,9500474.0
10305,2011,293361,1366164.0,1366164.0
10307,2011,293369,9395930.0,9395930.0
10309,2011,293371,632739387.0,632739387.0
10311,2011,293379,4318615.0,4318615.0
10313,2011,293391,1229.0,1229.0
10315,2011,293399,4094288.0,4094288.0
10317,2011,293410,604234.0,604234.0
10319,2011,293420,276798.0,276798.0
10321,2011,293430,444872.0,444872.0
10322,2011,293491,,
10325,2011,293499,4675275.0,4675275.0
10327,2011,293500,1610569.0,1610569.0
10329,2011,293621,1151614.0,1151614.0
10331,2011,293622,105743.0,105743.0
10333,2011,293623,623336.0,623336.0
10335,2011,293624,352126.0,352126.0
10337,2011,293625,34995.0,34995.0
10339,2011,293626,8119.0,8119.0
10341,2011,293627,253004.0,253004.0
10343,2011,293628,8021510.0,8021510.0
10345,2011,293629,4193295.0,4193295.0
10347,2011,293690,178261.0,178261.0
10350,2011,293712,279.0,279.0
10352,2011,293719,274.0,274.0
10354,2011,293721,122.0,122.0
10356,2011,293722,303.0,303.0
10358,2011,293723,4.0,4.0
10360,2011,293729,402.0,402.0
10362,2011,293731,100.0,100.0
10364,2011,293739,68.0,68.0
10365,2011,293740,,
10368,2011,293750,1529.0,1529.0
10370,2011,293790,658.0,658.0
10372,2011,293810,162194.0,162194.0
10374,2011,293890,1168818.0,1168818.0
10376,2011,293911,482.0,482.0
10378,2011,293919,33054.0,33054.0
10380,2011,293920,25646.0,25646.0
10382,2011,293930,5553.0,5553.0
10383,2011,293941,,
10386,2011,293942,5.0,5.0
10387,2011,293943,51.0,51.0
10389,2011,293951,,
10391,2011,293959,2.0,2.0
10392,2011,293962,4.0,4.0
10394,2011,293969,1272.0,1272.0
10395,2011,293991,,
10397,2011,293999,6518.0,6518.0
10399,2011,294000,7380105.0,7380105.0
10401,2011,294110,100455.0,100455.0
