,Year,Comm. Code,Weight (kg),Quantity
10026,2018,292243,7307.847,7307.847
10027,2018,292244,40.842,40.842
10029,2018,292249,10911813.832,10911813.832
10031,2018,292250,834136.059,834136.059
10033,2018,292310,284187.924,284187.924
10035,2018,292320,7985620.133,7985620.133
10036,2018,292330,,
10040,2018,292390,18390625.247,18390625.247
10041,2018,292411,,
10044,2018,292419,26074589.131,26074589.131
10046,2018,292421,249575.598,249575.598
10048,2018,292423,8245.121,8245.121
10051,2018,292429,6408425.907,6408425.907
10053,2018,292511,70805.031,70805.031
10055,2018,292519,241260.973,241260.973
10057,2018,292529,6819148.623,6819148.623
10059,2018,292610,369984993.736,369984993.736
10061,2018,292620,575097.376,575097.376
10064,2018,292690,294719695.094,294719695.094
10066,2018,292700,1819625.165,1819625.165
10068,2018,292800,4389221.528,4389221.528
10070,2018,292910,169732433.052,169732433.052
10072,2018,292990,279105.573,279105.573
10074,2018,293020,443970.458,443970.458
10076,2018,293030,26684.507,26684.507
10078,2018,293040,169039730.776,169039730.776
10080,2018,293070,4.0,4.0
10083,2018,293090,82830171.18,82830171.18
10085,2018,293132,,
10087,2018,293137,571.0,571.0
10088,2018,293138,50.0,50.0
10090,2018,293139,2852118.511,2852118.511
10092,2018,293190,16315961.57,16315961.57
10094,2018,293211,1631274.713,1631274.713
10096,2018,293212,723550.328,723550.328
10098,2018,293213,153903.375,153903.375
10100,2018,293214,265778.043,265778.043
10102,2018,293219,484925.222,484925.222
10104,2018,293220,18225335.576,18225335.576
10106,2018,293293,6.171,6.171
10107,2018,293295,,
10109,2018,293299,3691770.309,3691770.309
10111,2018,293311,6153.784,6153.784
10113,2018,293319,1077713.642,1077713.642
10115,2018,293321,514769.298,514769.298
10117,2018,293329,2372492.447,2372492.447
10119,2018,293331,1276172.58,1276172.58
10121,2018,293332,2152162.336,2152162.336
10122,2018,293333,,
10125,2018,293339,14261231.201,14261231.201
10126,2018,293341,,
10128,2018,293349,1229182.866,1229182.866
10130,2018,293352,196.273,196.273
10132,2018,293353,172.409,172.409
10134,2018,293354,22.374,22.374
10135,2018,293355,3.278,3.278
10137,2018,293359,10335704.446,10335704.446
10139,2018,293361,357532.162,357532.162
10141,2018,293369,13728940.012,13728940.012
10143,2018,293371,173555263.0,173555263.0
10144,2018,293372,,
10146,2018,293379,9009838.605,9009838.605
10147,2018,293391,,
10150,2018,293399,12075282.038,12075282.038
10152,2018,293410,756428.689,756428.689
10153,2018,293420,,
10156,2018,293430,1861157.874,1861157.874
10158,2018,293491,,
10160,2018,293499,16141311.575,16141311.575
10161,2018,293510,,
10163,2018,293530,,
10164,2018,293550,,
10167,2018,293590,3104468.911,3104468.911
10169,2018,293621,1201837.935,1201837.935
10171,2018,293622,57947.161,57947.161
10173,2018,293623,301006.884,301006.884
10175,2018,293624,477128.643,477128.643
10177,2018,293625,18346.938,18346.938
10179,2018,293626,25426.321,25426.321
10181,2018,293627,307575.923,307575.923
10183,2018,293628,6213172.885,6213172.885
10185,2018,293629,2985950.633,2985950.633
10187,2018,293690,448896.529,448896.529
10189,2018,293711,5.663,5.663
10191,2018,293712,3053.597,3053.597
10192,2018,293719,,
10195,2018,293721,919.195,919.195
10197,2018,293722,26498.358,26498.358
10199,2018,293723,189.487,189.487
10201,2018,293729,11818.087,11818.087
10203,2018,293750,1513.748,1513.748
10205,2018,293790,373.618,373.618
10208,2018,293890,6148467.055,6148467.055
10210,2018,293911,1717.11,1717.11
10212,2018,293919,8694.911,8694.911
10214,2018,293920,32292.0,32292.0
10216,2018,293930,162.128,162.128
10219,2018,293942,12.199,12.199
10220,2018,293944,100.0,100.0
10222,2018,293959,714.494,714.494
10224,2018,293969,3797.187,3797.187
10225,2018,293971,,
10227,2018,293979,3221.643,3221.643
10229,2018,293980,1737.086,1737.086
10231,2018,294000,6828920.757,6828920.757
10233,2018,294110,302736.646,302736.646
10235,2018,294120,11530.0,11530.0
10237,2018,294130,19643.513,19643.513
10239,2018,294140,3.669,3.669
10241,2018,294150,9983.132,9983.132
10243,2018,294190,657139.778,657139.778
10245,2018,294200,3175537.937,3175537.937
9884,2017,290110,79581886.641,79581886.641
9886,2017,290121,,2156825571.984
9888,2017,290122,3098747665.0,3098747665.0
9890,2017,290123,,23702163.365
9892,2017,290124,392873739.637,392873739.637
9894,2017,290129,113147233.965,113147233.965
9896,2017,290211,12403647.542,12403647.542
9898,2017,290219,29651329.685,29651329.685
9900,2017,290220,,2503083665.568
9902,2017,290230,,509006875.971
9904,2017,290241,,356433796.686
9906,2017,290242,,8157672.019
9908,2017,290243,,14438978410.302
9910,2017,290244,,153406.629
9912,2017,290250,3212195733.259,3212195733.259
9914,2017,290260,,137210653.169
9916,2017,290270,584294982.001,584294982.001
9917,2017,290290,,34197668.345
9919,2017,290311,,46430.831
9921,2017,290312,120610.0,120610.0
9923,2017,290313,5965217.0,5965217.0
9925,2017,290315,375407120.0,375407120.0
9926,2017,290319,3380397.926,3380397.926
9928,2017,290321,812040010.0,812040010.0
9930,2017,290322,4047263.0,4047263.0
9932,2017,290323,79121794.0,79121794.0
9934,2017,290329,25504.487,25504.487
9936,2017,290339,4907405.612,4907405.612
9939,2017,290372,73548.0,73548.0
9943,2017,290377,84.959,84.959
9945,2017,290378,1611.777,1611.777
9947,2017,290379,1401567.728,1401567.728
9949,2017,290389,6628027.478,6628027.478
9951,2017,290391,,3915748.279
9953,2017,290399,,25126040.057
9955,2017,290410,,16176465.157
9957,2017,290420,10319290.691,10319290.691
9959,2017,290435,,
9960,2017,290436,,0.646
9962,2017,290499,4513124.269,4513124.269
9964,2017,290511,,8133788735.717
9966,2017,290512,,102587631.872
9968,2017,290513,,277636207.051
9970,2017,290514,,64091753.485
9972,2017,290516,,162723802.25
9974,2017,290517,39579790.805,39579790.805
9976,2017,290519,274369510.354,274369510.354
9978,2017,290522,1836269.562,1836269.562
9980,2017,290529,218800413.24,218800413.24
9982,2017,290531,,8687907980.576
9984,2017,290532,,69703902.571
9986,2017,290539,207430161.697,207430161.697
9988,2017,290541,4765173.673,4765173.673
9990,2017,290542,3562633.348,3562633.348
9992,2017,290543,390685.523,390685.523
9994,2017,290544,1878600.919,1878600.919
9996,2017,290545,,171951033.596
9998,2017,290549,1696601.406,1696601.406
10000,2017,290559,1014088.649,1014088.649
10002,2017,290611,11575751.648,11575751.648
10004,2017,290612,,35613.211
10006,2017,290613,878546.789,878546.789
10008,2017,290619,1581498.905,1581498.905
10010,2017,290621,,1421813.834
10012,2017,290629,,2312436.266
10014,2017,290711,,365697114.323
10016,2017,290712,9025255.732,9025255.732
10018,2017,290713,18220191.728,18220191.728
10020,2017,290715,22920.114,22920.114
10022,2017,290719,,38485453.085
10024,2017,290721,2421644.019,2421644.019
10026,2017,290722,,6892061.751
10028,2017,290723,,435707488.815
10030,2017,290729,13239523.955,13239523.955
10032,2017,290819,41171565.31,41171565.31
10034,2017,290899,1329336.61,1329336.61
10036,2017,290911,1171.0,1171.0
10038,2017,290919,206216408.164,206216408.164
10040,2017,290920,100420.49,100420.49
10042,2017,290930,10217336.713,10217336.713
10044,2017,290941,,646423251.029
10046,2017,290943,156140963.0,156140963.0
10048,2017,290944,22871188.627,22871188.627
10050,2017,290949,,77174526.769
10052,2017,290950,4888907.973,4888907.973
10054,2017,290960,10482629.672,10482629.672
10057,2017,291020,,232547242.632
10059,2017,291030,21671379.605,21671379.605
10061,2017,291090,7162659.336,7162659.336
10063,2017,291100,307269.416,307269.416
10065,2017,291211,,2215.58
10068,2017,291219,27599960.781,27599960.781
10070,2017,291221,1813101.596,1813101.596
10072,2017,291229,4341480.017,4341480.017
10074,2017,291241,258819.395,258819.395
10076,2017,291242,220086.885,220086.885
10078,2017,291249,,4531661.494
10080,2017,291250,88779.852,88779.852
10082,2017,291260,23685360.467,23685360.467
10084,2017,291300,837453.384,837453.384
10086,2017,291411,493082861.0,493082861.0
10088,2017,291412,,1546731.774
10090,2017,291413,52000081.672,52000081.672
10092,2017,291419,7643530.682,7643530.682
10094,2017,291422,,27112689.598
10096,2017,291423,2075655.015,2075655.015
10098,2017,291429,9424342.883,9424342.883
10100,2017,291439,2438825.457,2438825.457
10102,2017,291440,1686050.328,1686050.328
10104,2017,291450,1076189.418,1076189.418
10106,2017,291461,,476622.744
10108,2017,291462,11754.751,11754.751
10110,2017,291469,1196933.383,1196933.383
10112,2017,291479,,138638.13
10114,2017,291511,,188217.542
10116,2017,291512,,3033365.22
10118,2017,291513,529329.418,529329.418
10120,2017,291521,,18044701.696
10122,2017,291524,6074259.0,6074259.0
10124,2017,291529,1180899.595,1180899.595
10126,2017,291531,,144966.705
10128,2017,291532,229018241.446,229018241.446
10130,2017,291533,,721376.138
10132,2017,291539,16812065.032,16812065.032
10134,2017,291540,,2481469.85
10136,2017,291550,,21613442.525
10138,2017,291560,27000910.602,27000910.602
10140,2017,291570,,24219349.759
10142,2017,291590,180953570.076,180953570.076
10144,2017,291611,,44041043.963
10146,2017,291612,,50419178.585
10148,2017,291613,12703488.227,12703488.227
10150,2017,291614,,125903690.454
10152,2017,291615,,3612703.996
10154,2017,291619,3864306.931,3864306.931
10156,2017,291620,2451251.565,2451251.565
10158,2017,291631,,2155059.287
10160,2017,291632,1253747.914,1253747.914
10162,2017,291634,,39128.79
10164,2017,291639,,775677.089
10166,2017,291711,464676.608,464676.608
10168,2017,291712,,17681765.325
10170,2017,291713,,1291436.387
10172,2017,291714,3661312.349,3661312.349
10174,2017,291719,4811423.483,4811423.483
10176,2017,291720,,23274219.355
10178,2017,291732,,165770978.806
10180,2017,291733,34201957.213,34201957.213
10182,2017,291734,,3412978.959
10184,2017,291735,,40330985.519
10186,2017,291736,,543911965.687
10188,2017,291737,23719023.914,23719023.914
10190,2017,291739,,376915099.388
10192,2017,291811,,8678312.569
10194,2017,291812,417386.187,417386.187
10196,2017,291813,551839.254,551839.254
10198,2017,291814,,2246352.222
10200,2017,291815,945433.293,945433.293
10202,2017,291816,801550.343,801550.343
10205,2017,291819,6188842.375,6188842.375
10207,2017,291821,,251541.553
10209,2017,291822,3045.689,3045.689
10211,2017,291823,351023.005,351023.005
10213,2017,291829,,18882425.619
10215,2017,291830,7872228.306,7872228.306
10217,2017,291899,4303049.491,4303049.491
10219,2017,291990,7249796.193,7249796.193
10221,2017,292019,146606.859,146606.859
10225,2017,292023,,25829.442
10228,2017,292029,4080438.969,4080438.969
10231,2017,292090,77443544.366,77443544.366
10233,2017,292111,,18558.326
10235,2017,292112,247.069,247.069
10237,2017,292119,,9790278.569
10239,2017,292121,,26280986.019
10241,2017,292122,48204743.302,48204743.302
10243,2017,292129,,40465888.692
10245,2017,292130,,7022907.946
10247,2017,292141,,88230.324
10249,2017,292142,12311411.833,12311411.833
10251,2017,292143,,6686350.343
10253,2017,292144,1156740.812,1156740.812
10255,2017,292145,137298.098,137298.098
10257,2017,292146,,6.312
10258,2017,292149,6416552.014,6416552.014
10260,2017,292151,10061743.012,10061743.012
10262,2017,292159,,4289610.16
10264,2017,292211,,50351022.314
10266,2017,292212,,73929094.386
10268,2017,292214,,696.524
10269,2017,292215,35988421.0,35988421.0
10271,2017,292217,1155740.0,1155740.0
10272,2017,292219,13569266.002,13569266.002
10274,2017,292221,1461681.941,1461681.941
10276,2017,292229,1980435.753,1980435.753
10278,2017,292231,,3.935
10279,2017,292239,222789.477,222789.477
10281,2017,292241,,2151099.992
10283,2017,292242,,272753.116
10285,2017,292243,10338.242,10338.242
10287,2017,292244,40.236,40.236
10288,2017,292249,10844592.741,10844592.741
10290,2017,292250,911276.806,911276.806
10292,2017,292310,118552.856,118552.856
10294,2017,292320,,7757719.901
10296,2017,292390,15565023.266,15565023.266
10298,2017,292411,,80.236
10300,2017,292419,12103564.164,12103564.164
10302,2017,292421,131435.972,131435.972
10304,2017,292423,,0.056
10307,2017,292429,6436323.424,6436323.424
10309,2017,292511,85627.199,85627.199
10311,2017,292519,494246.136,494246.136
10313,2017,292529,,7007448.037
10315,2017,292610,270778390.0,270778390.0
10317,2017,292620,629949.146,629949.146
10320,2017,292690,279489278.168,279489278.168
10322,2017,292700,1647399.679,1647399.679
10324,2017,292800,5060170.574,5060170.574
10326,2017,292910,140285383.878,140285383.878
10328,2017,292990,,181054.693
10330,2017,293020,424325.817,424325.817
10332,2017,293030,52270.33,52270.33
10334,2017,293040,175320966.858,175320966.858
10338,2017,293090,,82233130.641
10342,2017,293139,,1948694.257
10344,2017,293190,,18914643.287
10346,2017,293211,,1944970.468
10348,2017,293212,,1291343.131
10350,2017,293213,241921.388,241921.388
10352,2017,293214,121937.752,121937.752
10354,2017,293219,589642.691,589642.691
10356,2017,293220,13372783.932,13372783.932
10358,2017,293293,71400.0,71400.0
10360,2017,293295,,3.252
10361,2017,293299,3139248.972,3139248.972
10363,2017,293311,6567.039,6567.039
10365,2017,293319,722373.655,722373.655
10367,2017,293321,382345.772,382345.772
10369,2017,293329,2472625.661,2472625.661
10371,2017,293331,2738479.707,2738479.707
10373,2017,293332,2577127.868,2577127.868
10375,2017,293333,14.602,14.602
10377,2017,293339,14395982.804,14395982.804
10379,2017,293341,,48.277
10380,2017,293349,1457749.517,1457749.517
10382,2017,293352,141.4,141.4
10384,2017,293353,,210.089
10386,2017,293354,46.633,46.633
10388,2017,293355,,0.014
10389,2017,293359,8810634.158,8810634.158
10391,2017,293361,,1053168.676
10393,2017,293369,14953563.842,14953563.842
10395,2017,293371,237361872.614,237361872.614
10397,2017,293372,,0.294
10398,2017,293379,8784038.419,8784038.419
10400,2017,293391,,17.587
10402,2017,293399,8555962.41,8555962.41
10404,2017,293410,855706.385,855706.385
10406,2017,293420,,404718.899
10408,2017,293430,1801596.901,1801596.901
10410,2017,293491,,17.022
10411,2017,293499,10813157.163,10813157.163
10413,2017,293590,2463363.86,2463363.86
10415,2017,293621,1306009.428,1306009.428
10417,2017,293622,79025.032,79025.032
10419,2017,293623,589841.807,589841.807
10421,2017,293624,593374.661,593374.661
10423,2017,293625,18940.684,18940.684
10425,2017,293626,14552.453,14552.453
10427,2017,293627,168183.828,168183.828
10429,2017,293628,7833425.605,7833425.605
10431,2017,293629,5123827.412,5123827.412
10433,2017,293690,290350.243,290350.243
10435,2017,293711,9.564,9.564
10437,2017,293712,2554.373,2554.373
10439,2017,293719,,359.9
10441,2017,293721,82.332,82.332
10443,2017,293722,510.063,510.063
10445,2017,293723,206.513,206.513
10447,2017,293729,26307.525,26307.525
10449,2017,293750,959.077,959.077
10451,2017,293790,212.309,212.309
10453,2017,293810,69384.665,69384.665
10455,2017,293890,4054097.694,4054097.694
10457,2017,293911,1489.527,1489.527
10459,2017,293919,12223.332,12223.332
10461,2017,293920,44041.007,44041.007
10463,2017,293930,9701.769,9701.769
10465,2017,293941,,19.226
10467,2017,293942,31.581,31.581
10469,2017,293943,,0.092
10470,2017,293944,100.0,100.0
10472,2017,293959,150.138,150.138
10474,2017,293962,10.0,10.0
10476,2017,293969,3775.055,3775.055
10478,2017,293971,,0.933
10479,2017,293979,1247.252,1247.252
10481,2017,293980,2908.115,2908.115
10483,2017,294000,4987385.207,4987385.207
10485,2017,294110,170153.266,170153.266
10487,2017,294120,23.0,23.0
10489,2017,294130,13322.893,13322.893
10491,2017,294140,1004.0,1004.0
10493,2017,294150,11453.15,11453.15
10495,2017,294190,527956.666,527956.666
10497,2017,294200,1626996.583,1626996.583
9352,2016,290110,,27663470.478
9354,2016,290121,1771186595.511,1771186595.511
9356,2016,290122,3182318372.813,3182318372.813
9358,2016,290123,36051865.214,36051865.214
9360,2016,290124,369422128.376,369422128.376
9362,2016,290129,64896734.474,64896734.474
9364,2016,290211,1744793.545,1744793.545
9366,2016,290219,,49052176.235
9368,2016,290220,1535138712.162,1535138712.162
9370,2016,290230,741088655.362,741088655.362
9372,2016,290241,300724591.118,300724591.118
9374,2016,290242,16578844.438,16578844.438
9376,2016,290243,12315477704.847,12315477704.847
9378,2016,290244,797846.559,797846.559
9380,2016,290250,3426151767.564,3426151767.564
9382,2016,290260,61775734.52,61775734.52
9383,2016,290270,453245507.442,453245507.442
9385,2016,290290,40525517.746,40525517.746
9387,2016,290311,374564.894,374564.894
9389,2016,290312,272648.304,272648.304
9391,2016,290313,,3661901.738
9393,2016,290315,640854337.276,640854337.276
9395,2016,290319,484636.054,484636.054
9397,2016,290321,818618440.981,818618440.981
9399,2016,290322,2631046.724,2631046.724
9401,2016,290323,43143951.894,43143951.894
9403,2016,290329,537563.691,537563.691
9405,2016,290339,11012290.321,11012290.321
9408,2016,290372,57729.066,57729.066
9411,2016,290377,,2729.324
9413,2016,290378,,2419.06
9415,2016,290379,2378797.529,2378797.529
9417,2016,290389,,1186589.034
9419,2016,290391,,3694779.726
9421,2016,290399,,133464816.931
9423,2016,290410,20212942.631,20212942.631
9425,2016,290420,1492077.556,1492077.556
9427,2016,290490,,4268401.509
9429,2016,290511,9032371677.893,9032371677.893
9431,2016,290512,104409054.401,104409054.401
9433,2016,290513,289194627.039,289194627.039
9435,2016,290514,72245123.111,72245123.111
9437,2016,290516,222098073.579,222098073.579
9439,2016,290517,28460553.419,28460553.419
9441,2016,290519,105445750.552,105445750.552
9443,2016,290522,2614745.309,2614745.309
9445,2016,290529,15392672.352,15392672.352
9447,2016,290531,6369684677.025,6369684677.025
9449,2016,290532,68455606.25,68455606.25
9451,2016,290539,175676197.566,175676197.566
9453,2016,290541,5056395.12,5056395.12
9455,2016,290542,2482680.475,2482680.475
9457,2016,290543,528083.194,528083.194
9459,2016,290544,2434219.565,2434219.565
9461,2016,290545,131502573.096,131502573.096
9463,2016,290549,1731340.718,1731340.718
9465,2016,290559,,748865.356
9467,2016,290611,9510118.299,9510118.299
9469,2016,290612,,376086.076
9471,2016,290613,,411872.764
9473,2016,290619,,1281975.983
9475,2016,290621,1564407.447,1564407.447
9477,2016,290629,1835323.477,1835323.477
9479,2016,290711,228168419.437,228168419.437
9481,2016,290712,14312866.818,14312866.818
9483,2016,290713,13124912.515,13124912.515
9485,2016,290715,39566.334,39566.334
9487,2016,290719,21789845.966,21789845.966
9489,2016,290721,2595285.61,2595285.61
9491,2016,290722,2826428.525,2826428.525
9493,2016,290723,365196538.078,365196538.078
9495,2016,290729,3053763.417,3053763.417
9497,2016,290819,25521684.136,25521684.136
9499,2016,290899,,887801.121
9501,2016,290911,5837.874,5837.874
9503,2016,290919,,232711795.437
9505,2016,290920,,51323.872
9507,2016,290930,,13594309.472
9509,2016,290941,510748596.927,510748596.927
9511,2016,290943,129235440.632,129235440.632
9513,2016,290944,18031710.919,18031710.919
9515,2016,290949,65429960.022,65429960.022
9517,2016,290950,1906939.988,1906939.988
9519,2016,290960,5719914.804,5719914.804
9522,2016,291020,258389123.332,258389123.332
9524,2016,291030,14668692.672,14668692.672
9526,2016,291090,5994647.296,5994647.296
9528,2016,291100,,293706.582
9530,2016,291211,107579.29,107579.29
9533,2016,291219,,9985111.613
9535,2016,291221,,2186522.181
9537,2016,291229,4556645.898,4556645.898
9539,2016,291241,470834.79,470834.79
9541,2016,291242,258297.453,258297.453
9543,2016,291249,2680971.201,2680971.201
9545,2016,291250,177796.424,177796.424
9547,2016,291260,24236355.926,24236355.926
9549,2016,291300,,332532.629
9551,2016,291411,393662630.494,393662630.494
9553,2016,291412,1568934.18,1568934.18
9555,2016,291413,46165567.06,46165567.06
9557,2016,291419,5363746.566,5363746.566
9559,2016,291422,659635.364,659635.364
9561,2016,291423,1638317.056,1638317.056
9563,2016,291429,,5092282.235
9565,2016,291439,1239050.436,1239050.436
9567,2016,291440,,774194.32
9569,2016,291450,1124639.181,1124639.181
9571,2016,291461,,343769.321
9573,2016,291469,,202553.0
9575,2016,291470,171973.08,171973.08
9577,2016,291511,552827.506,552827.506
9579,2016,291512,,3549056.218
9581,2016,291513,,360384.795
9583,2016,291521,51763187.882,51763187.882
9585,2016,291524,6806632.009,6806632.009
9587,2016,291529,2671733.684,2671733.684
9589,2016,291531,795760.022,795760.022
9591,2016,291532,171109241.681,171109241.681
9593,2016,291533,,4034844.763
9595,2016,291539,20989154.67,20989154.67
9597,2016,291540,2312506.98,2312506.98
9599,2016,291550,16090987.471,16090987.471
9601,2016,291560,16746878.378,16746878.378
9603,2016,291570,18838147.484,18838147.484
9605,2016,291590,77283942.996,77283942.996
9607,2016,291611,22874695.581,22874695.581
9609,2016,291612,69020913.209,69020913.209
9611,2016,291613,19568947.898,19568947.898
9613,2016,291614,129580896.148,129580896.148
9615,2016,291615,3663242.261,3663242.261
9617,2016,291619,2828900.474,2828900.474
9619,2016,291620,,680793.695
9621,2016,291631,4930088.536,4930088.536
9623,2016,291632,976034.173,976034.173
9625,2016,291634,46531.263,46531.263
9627,2016,291639,591308.359,591308.359
9629,2016,291711,1664714.901,1664714.901
9631,2016,291712,21325007.851,21325007.851
9633,2016,291713,3194295.756,3194295.756
9635,2016,291714,610820.09,610820.09
9637,2016,291719,6348111.357,6348111.357
9639,2016,291720,15034078.583,15034078.583
9641,2016,291732,158521895.424,158521895.424
9643,2016,291733,42716292.186,42716292.186
9645,2016,291734,7250699.927,7250699.927
9647,2016,291735,60923024.552,60923024.552
9649,2016,291736,452041410.417,452041410.417
9651,2016,291737,16736670.388,16736670.388
9653,2016,291739,296800262.774,296800262.774
9655,2016,291811,8779691.374,8779691.374
9657,2016,291812,590031.96,590031.96
9659,2016,291813,,756441.895
9661,2016,291814,6093307.15,6093307.15
9663,2016,291815,2988463.943,2988463.943
9665,2016,291816,,2625827.16
9667,2016,291819,,4631006.152
9669,2016,291821,,222144.886
9671,2016,291822,16486.787,16486.787
9673,2016,291823,1264394.078,1264394.078
9675,2016,291829,15924816.438,15924816.438
9677,2016,291830,,5912857.297
9679,2016,291899,,2576070.547
9681,2016,291990,10681701.416,10681701.416
9683,2016,292019,227188.697,227188.697
9685,2016,292090,40090079.799,40090079.799
9687,2016,292111,317652.646,317652.646
9689,2016,292119,14088907.499,14088907.499
9691,2016,292121,19055737.941,19055737.941
9693,2016,292122,49172310.748,49172310.748
9695,2016,292129,35790167.81,35790167.81
9697,2016,292130,,9110649.748
9699,2016,292141,874130.078,874130.078
9701,2016,292142,10761467.694,10761467.694
9703,2016,292143,1750107.027,1750107.027
9705,2016,292144,,3883272.633
9707,2016,292145,,299907.54
9708,2016,292146,,68.661
9710,2016,292149,,797697.137
9712,2016,292151,5883394.016,5883394.016
9714,2016,292159,4302516.02,4302516.02
9716,2016,292211,33565988.316,33565988.316
9718,2016,292212,53210138.715,53210138.715
9720,2016,292213,31851027.168,31851027.168
9721,2016,292214,,935.912
9723,2016,292219,,12654361.728
9725,2016,292221,1009292.973,1009292.973
9727,2016,292229,,2266430.8
9728,2016,292231,29.918,29.918
9730,2016,292239,41327.951,41327.951
9732,2016,292241,4160676.426,4160676.426
9734,2016,292242,676586.088,676586.088
9736,2016,292243,14309.448,14309.448
9738,2016,292249,,10210655.799
9740,2016,292250,,3216743.687
9742,2016,292310,,1489041.212
9744,2016,292320,19856567.997,19856567.997
9746,2016,292390,12241846.812,12241846.812
9748,2016,292411,,1.615
9750,2016,292419,17342644.549,17342644.549
9752,2016,292421,,5751957.505
9754,2016,292423,,5.659
9756,2016,292429,,50168492.541
9758,2016,292511,129199.481,129199.481
9760,2016,292519,392394.143,392394.143
9762,2016,292529,16563051.257,16563051.257
9764,2016,292610,273298370.482,273298370.482
9766,2016,292620,1217646.068,1217646.068
9768,2016,292690,39525184.973,39525184.973
9770,2016,292700,,4670410.318
9772,2016,292800,,13899260.617
9774,2016,292910,198597056.744,198597056.744
9776,2016,292990,,1083489.307
9778,2016,293020,581577.337,581577.337
9780,2016,293030,40318.747,40318.747
9782,2016,293040,151081871.512,151081871.512
9784,2016,293090,62268654.13,62268654.13
9788,2016,293190,39623978.255,39623978.255
9790,2016,293211,3632022.323,3632022.323
9792,2016,293212,134188.236,134188.236
9794,2016,293213,290161.343,290161.343
9796,2016,293219,401022.764,401022.764
9798,2016,293220,,3323694.233
9800,2016,293293,5882.046,5882.046
9801,2016,293295,,0.857
9803,2016,293299,,9890377.178
9805,2016,293311,,14084.286
9807,2016,293319,740296.4,740296.4
9809,2016,293321,420373.91,420373.91
9811,2016,293329,,1250754.562
9813,2016,293331,775287.991,775287.991
9815,2016,293332,1864568.829,1864568.829
9817,2016,293333,,11.772
9819,2016,293339,,8140665.968
9820,2016,293341,,1.94
9822,2016,293349,,121666.314
9824,2016,293352,,1166.89
9826,2016,293353,,21.105
9828,2016,293354,28.565,28.565
9829,2016,293355,,0.247
9831,2016,293359,,3449863.36
9833,2016,293361,691286.373,691286.373
9835,2016,293369,,23616590.996
9837,2016,293371,190841151.217,190841151.217
9838,2016,293372,,0.075
9840,2016,293379,,3798776.757
9842,2016,293391,,18.272
9844,2016,293399,,10822693.772
9846,2016,293410,,216932.308
9848,2016,293420,,1008888.222
9850,2016,293430,,377443.579
9851,2016,293491,,6.932
9853,2016,293499,,2785822.969
9855,2016,293500,,1924793.344
9857,2016,293621,1111511.323,1111511.323
9859,2016,293622,62938.599,62938.599
9861,2016,293623,282031.857,282031.857
9863,2016,293624,532175.987,532175.987
9865,2016,293625,18907.891,18907.891
9867,2016,293626,,70610.899
9869,2016,293627,1267093.813,1267093.813
9871,2016,293628,9299310.829,9299310.829
9873,2016,293629,,1465542.229
9875,2016,293690,493612.756,493612.756
9877,2016,293711,,31.606
9879,2016,293712,7702.75,7702.75
9881,2016,293719,,336.225
9883,2016,293721,148.41,148.41
9885,2016,293722,,253.33
9887,2016,293723,,724.151
9889,2016,293729,,5884.32
9891,2016,293750,,83.475
9893,2016,293790,,22.154
9895,2016,293810,41988.905,41988.905
9897,2016,293890,,798531.266
9899,2016,293911,,5361.398
9901,2016,293919,,1049.624
9903,2016,293920,,38010.363
9905,2016,293930,6331.799,6331.799
9908,2016,293942,16.511,16.511
9909,2016,293944,,79.969
9912,2016,293959,115.0,115.0
9915,2016,293969,,2008.583
9916,2016,293991,,1.073
9918,2016,293999,1661.329,1661.329
9920,2016,294000,,2652420.238
9922,2016,294110,,39087.006
9924,2016,294120,277.238,277.238
9926,2016,294130,,243323.786
9928,2016,294140,62.742,62.742
9930,2016,294150,6047.56,6047.56
9932,2016,294190,,2406659.052
9934,2016,294200,,570199.194
9581,2015,290110,64755006.915,64755006.915
9583,2015,290121,1515736044.514,1515736044.514
9585,2015,290122,2769673678.0,2769673678.0
9587,2015,290123,,43293413.341
9589,2015,290124,,277498708.777
9591,2015,290129,,56367532.921
9593,2015,290211,,1502519.716
9595,2015,290219,,31729264.494
9597,2015,290220,1205469350.0,1205469350.0
9599,2015,290230,,750120947.888
9601,2015,290241,,349350403.114
9603,2015,290242,,19069184.756
9605,2015,290243,,11687195781.854
9607,2015,290244,,6249097.307
9609,2015,290250,,3742241261.751
9611,2015,290260,,28220512.712
9613,2015,290270,,652445075.386
9614,2015,290290,31729125.591,31729125.591
9616,2015,290311,45267.445,45267.445
9618,2015,290312,3567280.0,3567280.0
9620,2015,290313,11527000.0,11527000.0
9623,2015,290315,602417560.0,602417560.0
9624,2015,290319,,2582376.337
9626,2015,290321,751705350.0,751705350.0
9628,2015,290322,4171980.0,4171980.0
9630,2015,290323,60581050.0,60581050.0
9632,2015,290329,21622.418,21622.418
9634,2015,290339,3277486.707,3277486.707
9637,2015,290372,65013.0,65013.0
9641,2015,290377,3924.566,3924.566
9643,2015,290378,1902.006,1902.006
9645,2015,290379,1157255.571,1157255.571
9647,2015,290389,6334557.355,6334557.355
9649,2015,290391,7175026.457,7175026.457
9651,2015,290399,,15844836.3
9653,2015,290410,,8852933.284
9655,2015,290420,8968389.351,8968389.351
9657,2015,290490,,4794210.317
9659,2015,290511,,5538733445.973
9661,2015,290512,113313905.399,113313905.399
9663,2015,290513,,230898312.518
